class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-13, 6747,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-14, 6748,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-15, 7768,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-16, 7599,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-17, 6719,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-18, 7015,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-19, 6537,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-20, 6986,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-21, 8279,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-22, 9049,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-23, 9227,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-24, 7687,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-25, 7909,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-26, 7835,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-27, 8308,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-28, 9497,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-29,11501,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-06-30,10891,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-01, 9780,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-02, 9671,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-03, 8723,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-04, 9433,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-05, 9754,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-06,11915,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-07,11279,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-08,10014,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-09, 9958,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-10, 9257,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-11, 9855,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-12, 9431,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-13, 9986,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-14, 9753,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-15, 8915,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-16, 9724,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-17, 8541,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-18, 9006,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-19, 8772,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-20, 9337,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-21, 9433,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-22, 9126,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-23, 8839,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-24, 8551,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-25, 9010,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-26, 9983,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-27,10123,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-28, 9499,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-29, 9185,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-30, 8529,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-07-31, 8718,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-01, 9345,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-02,10105,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-03,11230,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-04,10246,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-05, 9396,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-06, 8690,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-07, 8434,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-08, 9087,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-09, 9784,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-10,10644,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-11, 9610,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-12, 9772,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-13, 8313,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-14, 8452,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-15, 9115,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-16, 9817,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-17, 9982,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-18, 9595,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-19, 8263,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-20, 7643,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-21, 7525,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-22, 7935,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-23, 7680,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-24, 8872,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-25, 8730,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-26, 7627,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-27, 6886,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-28, 7137,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-29, 6942,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-30, 8329,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-08-31, 9143,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-01, 9218,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-02, 8788,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-03, 7929,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-04, 7442,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-05, 8499,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-06, 8717,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-07, 9558,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-08, 9326,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-09, 8342,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-10, 7694,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-11, 8148,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-12, 8621,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-13, 8903,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-14, 9944,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-15, 9721,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-16, 8724,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-17, 7995,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-18, 8748,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-19, 9890,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-20, 9904,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-21,11535,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-22,11242,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-23, 9076,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-24, 9602,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-25, 8957,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-26,10944,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-27,11579,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-28,12541,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-29,11052,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-09-30,10801,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-01,10384,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-02, 9253,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-03,10988,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-04,10525,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-05,10501,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-06,10474,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-07, 9044,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-08, 8297,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-09, 8403,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-10, 9289,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-11, 8903,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-12, 8824,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-13, 9138,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-14, 9617,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-15, 9815,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-16, 9363,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-17,10074,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-18,10833,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-19,11517,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-20,10511,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-21,10313,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-22, 9539,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-23, 9115,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-24,10453,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-25,11065,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-26,11598,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-27, 9946,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-28,10870,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-29,10599,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-30,10700,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-10-31,11771,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-01,13051,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-02,16122,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-03,13192,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-04,11958,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-05,11614,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-06,12215,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-07,12528,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-08,12876,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-09,12978,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-10,11842,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-11,12960,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-12,11709,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-13,11507,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-14,13057,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-15,12962,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-16,13831,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-17,12566,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-18,13034,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-19,11452,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-20,12475,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-21,12254,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-22,13731,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-23,15690,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-24,13490,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-25,12738,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-26,11973,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-27,12170,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-28,12230,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-29,12881,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-11-30,14014,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-01,13520,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-02,16213,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-03,12927,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-04,11485,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-05,12105,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-06,13213,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-07,14016,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-08,12689,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-09,13342,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-10,13016,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-11,15793,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-12,14088,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-13,14505,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-14,15048,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-15,15624,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-16,15948,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-17,14248,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-18,15861,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-19,15922,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-20,18468,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-21,20209,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-22,17942,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-23,17116,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-24,15882,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-25,17179,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-26,18276,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-27,24752,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-28,17631,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-29,15290,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-30,15050,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2019-12-31,13636,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-01,14286,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-02,14500,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-03,15080,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-04,14246,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-05,14126,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-06,14100,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-07,13530,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-08,14631,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-09,15380,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-10,14910,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-11,14798,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-12,14431,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-13,17013,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-14,14483,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-15,15547,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-16,15476,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-17,16080,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-18,15879,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-19,14706,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-20,17006,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-21,16593,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-22,15202,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-23,16023,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-24,16073,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-25,16840,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-26,14036,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-27,14033,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-28,13380,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-29,13769,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-30,14010,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-01-31,14916,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-01,16545,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-02,15895,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-03,14972,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-04,15309,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-05,13913,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-06,14866,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-07,15390,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-08,14182,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-09,13382,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-10,14600,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-11,11872,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-12,13608,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-13,14762,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-14,14521,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-15,14764,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-16,13567,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-17,16909,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-18,11513,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-19,12531,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-20,12345,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-21,13617,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-22,12761,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-23,11718,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-24,11454,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-25, 9410,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-26,10309,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-27,10635,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-28,11620,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-02-29,11559,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-01,12590,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-02,11431,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-03,10528,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-04,11033,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-05,11760,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-06,11949,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-07,11347,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-08,10737,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-09,10561,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-10,11024,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-11, 8216,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-12,10414,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-13,10066,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-14, 9378,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-15, 8268,Number,13-05-21
